Folder,DOI,Publication_link,Title,Abstract,Scientific_Name,Common_Name,Sharing_Link,Requires_Authorization,Phenotype,Map,Pedigree,N_Geno,N_markers,Download_Instructions,Tags
00052_RecoveryOfOriginalGeneticBackground,https://doi.org/10.5061/dryad.mn0d5,https://onlinelibrary.wiley.com/doi/10.1111/eva.12113,Genomic selection for recovery of original genetic background from hybrids of endangered and common breeds,"Critically endangered breeds and populations are often crossed with more common breeds or subspecies. This results in genetic admixture that can be undesirable when it challenges the genetic integrity of wild and domestic populations, causing a loss in special characteristics or unique genetic material and ultimately extinction. Here, we present two genomic selection strategies, using genome-wide DNA markers, to recover the genomic content of the original endangered population from admixtures. Each strategy relies on the estimation of the proportion of nonintrogressed genome in individuals based on a different method: either genomic prediction or identification of breed-specific haplotypes. Then, breeding programs that remove introgressed genomic information can be designed. To test these strategies, we used empirical 50K SNP array data from two pure sheep breeds, Merino (used as target breed), Poll Dorset and an existing admixed population of both breeds. Sheep populations with varying degrees of introgression and admixture were simulated starting from these real genotypes. Both strategies were capable of identifying segment origin, and both removed up to the 100% of the Poll Dorset segments. While the selection process led to substantial inbreeding, we controlled it by imposing a minimum number of individuals contributing to the next generation.",Ovis aries,Sheep,https://datadryad.org/stash/dataset/doi:10.5061/dryad.mn0d5,FALSE,FALSE,FALSE,FALSE,5963,54977,NA,genetic conservation; genomic selection; endangered species; DNA markers; breeding strategies; genetic integrity; SNP array; inbreeding control
00053_ResistanceToPhytophthoraInStrawberry,https://doi.org/10.25338/B86D3M,https://acsess.onlinelibrary.wiley.com/doi/10.1002/tpg2.20275,Harnessing underutilized gene bank diversity and genomic prediction of cross usefulness to enhance resistance to Phytophthora cactorum in strawberry,"The development of strawberry (Fragaria × ananassa Duchesne ex Rozier) cultivars resistant to Phytophthora crown rot (PhCR), a devastating disease caused by the soil-borne pathogen Phytophthora cactorum (Lebert & Cohn) J. Schröt., has been challenging partly because the resistance phenotypes are quantitative and only moderately heritable. To develop deeper insights into the genetics of resistance and build the foundation for applying genomic selection, a genetically diverse training population was screened for resistance to California isolates of the pathogen. Here we show that genetic gains in breeding for resistance to PhCR have been negligible (3% of the cultivars tested were highly resistant and none surpassed early 20th century cultivars). Narrow-sense genomic heritability for PhCR resistance ranged from 0.41 to 0.75 among training population individuals. Using multivariate genome-wide association studies (GWAS), we identified a large-effect locus (predicted to be RPc2) that explained 43.6–51.6% of the genetic variance, was necessary but not sufficient for resistance, and was associated with calcium channel and other candidate genes with known plant defense functions. The addition of underutilized gene bank resources to our training population doubled additive genetic variance, increased the accuracy of genomic selection, and enabled the discovery of individuals carrying favorable alleles that are either rare or not present in modern cultivars. The incorporation of an RPc2-associated single-nucleotide polymorphism (SNP) as a fixed effect increased genomic prediction accuracy from 0.40 to 0.55. Finally, we show that parent selection using genomic-estimated breeding values, genetic variances, and cross usefulness holds promise for enhancing resistance to PhCR in strawberry.",Fragaria √ó ananassa,Strawberry,https://datadryad.org/stash/dataset/doi:10.25338/B86D3M,FALSE,TRUE,FALSE,FALSE,437,40335,NA,strawberry breeding; Phytophthora crown rot; genomic selection; genome-wide association studies; plant genetics; disease resistance; genetic variance; plant breeding
00054_ResistanceToVirusInCommonCarp,https://doi.org/10.1534/g3.118.200593,https://academic.oup.com/g3journal/article/8/11/3507/6026996,Mapping and Sequencing of a Significant Quantitative Trait Locus Affecting Resistance to Koi Herpesvirus in Common Carp,"Cyprinids are the most highly produced group of fishes globally, with common carp being one of the most valuable species of the group. Koi herpesvirus (KHV) infections can result in high levels of mortality, causing major economic losses, and is listed as a notifiable disease by the World Organization for Animal Health. Selective breeding for host resistance has the potential to reduce morbidity and losses due to KHV. Therefore, improving knowledge about host resistance and methods of incorporating genomic data into breeding for resistance may contribute to a decrease in economic losses in carp farming. In the current study, a population of 1,425 carp juveniles, originating from a factorial cross between 40 sires and 20 dams was challenged with KHV. Mortalities and survivors were recorded and sampled for genotyping by sequencing using Restriction Site-Associated DNA sequencing (RADseq). Genome-wide association analyses were performed to investigate the genetic architecture of resistance to KHV. A genome-wide significant QTL affecting resistance to KHV was identified on linkage group 44, explaining approximately 7% of the additive genetic variance. Pooled whole genome resequencing of a subset of resistant (n = 60) and susceptible animals (n = 60) was performed to characterize QTL regions, including identification of putative candidate genes and functional annotation of associated polymorphisms. The TRIM25 gene was identified as a promising positional and functional candidate within the QTL region of LG 44, and a putative premature stop mutation in this gene was discovered.",Cyprinus carpio,Common Carp,https://figshare.com/articles/dataset/Supplemental_Material_for_Palaiokostas_et_al_2018/6281561,FALSE,TRUE,FALSE,TRUE,1274,12312,NA,aquaculture; fish genetics; genome-wide association study; Koi herpesvirus; selective breeding; economic impact; disease resistance; Cyprinids
00055_ResistanceToVirusInPacificOysters,https://doi.org/10.1534/g3.118.200113,https://academic.oup.com/g3journal/article/8/4/1273/5941681,A Genome-Wide Association Study for Host Resistance to Ostreid Herpesvirus in Pacific Oysters (Crassostrea gigas),"Ostreid herpesvirus (OsHV) can cause mass mortality events in Pacific oyster aquaculture. While various factors impact on the severity of outbreaks, it is clear that genetic resistance of the host is an important determinant of mortality levels. This raises the possibility of selective breeding strategies to improve the genetic resistance of farmed oyster stocks, thereby contributing to disease control. Traditional selective breeding can be augmented by use of genetic markers, either via marker-assisted or genomic selection. The aim of the current study was to investigate the genetic architecture of resistance to OsHV in Pacific oyster, to identify genomic regions containing putative resistance genes, and to inform the use of genomics to enhance efforts to breed for resistance. To achieve this, a population of ∼1,000 juvenile oysters were experimentally challenged with a virulent form of OsHV, with samples taken from mortalities and survivors for genotyping and qPCR measurement of viral load. The samples were genotyped using a recently-developed SNP array, and the genotype data were used to reconstruct the pedigree. Using these pedigree and genotype data, the first high density linkage map was constructed for Pacific oyster, containing 20,353 SNPs mapped to the ten pairs of chromosomes. Genetic parameters for resistance to OsHV were estimated, indicating a significant but low heritability for the binary trait of survival and also for viral load measures (h2 0.12 – 0.25). A genome-wide association study highlighted a region of linkage group 6 containing a significant QTL affecting host resistance. These results are an important step toward identification of genes underlying resistance to OsHV in oyster, and a step toward applying genomic data to enhance selective breeding for disease resistance in oyster aquaculture.",Crassostrea gigas,Pacific oysters,https://academic.oup.com/g3journal/article/8/4/1273/5941681,FALSE,FALSE,TRUE,FALSE,856,23388,Supplementary data section at the end of the article provides the data files while 'Data Availability' subsection under 'Methods' labels the data.,oyster aquaculture; Ostreid herpesvirus; genetic resistance; selective breeding; genomic selection; linkage map; genome-wide association study; genetic markers
00056_SeedQualityBarleyBreedingLines,https://doi.org/10.1371/journal.pone.0164494,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0164494,Genomic Prediction of Seed Quality Traits Using Advanced Barley Breeding Lines,"Genomic selection was recently introduced in plant breeding. The objective of this study was to develop genomic prediction for important seed quality parameters in spring barley. The aim was to predict breeding values without expensive phenotyping of large sets of lines. A total number of 309 advanced spring barley lines tested at two locations each with three replicates were phenotyped and each line was genotyped by Illumina iSelect 9Kbarley chip. The population originated from two different breeding sets, which were phenotyped in two different years. Phenotypic measurements considered were: seed size, protein content, protein yield, test weight and ergosterol content. A leave-one-out cross-validation strategy revealed high prediction accuracies ranging between 0.40 and 0.83. Prediction across breeding sets resulted in reduced accuracies compared to the leave-one-out strategy. Furthermore, predicting across full and half-sib-families resulted in reduced prediction accuracies. Additionally, predictions were performed using reduced marker sets and reduced training population sets. In conclusion, using less than 200 lines in the training set can result in low prediction accuracy, and the accuracy will then be highly dependent on the family structure of the selected training set. However, the results also indicate that relatively small training sets (200 lines) are sufficient for genomic prediction in commercial barley breeding. In addition, our results indicate a minimum marker set of 1,000 to decrease the risk of low prediction accuracy for some traits or some families",Hordeum vulgare,Barley,https://figshare.com/articles/dataset/Genomic_Prediction_of_Seed_Quality_Traits_Using_Advanced_Barley_Breeding_Lines/4107978,FALSE,TRUE,FALSE,FALSE,309,7864,NA,genomic selection; plant breeding; barley; seed quality; phenotyping; genotyping; prediction accuracy; cross-validation
00057_SpatiotemporalPatternsStripedMarlin,https://doi.org/10.5061/dryad.3j9kd51cp,https://onlinelibrary.wiley.com/doi/full/10.1111/eva.12892,"Genome-wide SNPs resolve spatiotemporal patterns of connectivity within striped marlin (Kajikia audax), a broadly distributed and highly migratory pelagic species","Genomic methodologies offer unprecedented opportunities for statistically robust studies of species broadly distributed in environments conducive to high gene flow, providing valuable information for wildlife conservation and management. Here, we sequence restriction site-associated DNA to characterize genome-wide single nucleotide polymorphisms (SNPs) in a broadly distributed and highly migratory large pelagic fish, striped marlin (Kajikia audax). Assessment of over 4,000 SNPs resolved spatiotemporal patterns of genetic connectivity throughout the species range in the Pacific and, for the first time, Indian oceans. Individual-based cluster analyses identified six genetically distinct populations corresponding with the western Indian, eastern Indian, western South Pacific, and eastern central Pacific oceans, as well as two populations in the North Pacific Ocean (FST = 0.0137–0.0819). FST outlier analyses identified a subset of SNPs (n = 59) putatively under the influence of natural selection and capable of resolving populations separated by comparatively high degrees of genetic differentiation. Temporal collections available for some regions demonstrated the stability of allele frequencies over three to five generations of striped marlin. Relative migration rates reflected lower levels of genetic connectivity between Indian Ocean populations (mR ≤ 0.37) compared with most populations in the Pacific Ocean (mR ≥ 0.57) and highlight the importance of the western South Pacific in facilitating gene flow between ocean basins. Collectively, our results provide novel insights into rangewide population structure for striped marlin and highlight substantial inconsistencies between genetically distinct populations and stocks currently recognized for fisheries management. More broadly, we demonstrate that species capable of long-distance dispersal in environments lacking obvious physical barriers to movement can display substantial population subdivision that persists over multiple generations and that may be facilitated by both neutral and adaptive processes. Importantly, surveys of genome-wide markers enable inference of population-level relationships using sample sizes practical for large pelagic fishes of conservation concern.",Kajikia audax,Striped marlin,https://datadryad.org/stash/dataset/doi:10.5061/dryad.3j9kd51cp,FALSE,FALSE,FALSE,FALSE,245,4206,NA,genomics; wildlife conservation; population genetics; marine biology; genetic connectivity; fisheries management; SNP analysis; evolutionary biology
00058_ComparisonGenomicModelsInteriorSpruce,https://doi.org/10.5061/dryad.m4vh4,https://www.nature.com/articles/hdy201557,A comparison of genomic selection models across time in interior spruce (Picea engelmannii ◊ glauca) using unordered SNP imputation methods,"Genomic selection (GS) potentially offers an unparalleled advantage over traditional pedigree-based selection (TS) methods by reducing the time commitment required to carry out a single cycle of tree improvement. This quality is particularly appealing to tree breeders, where lengthy improvement cycles are the norm. We explored the prospect of implementing GS for interior spruce (Picea engelmannii × glauca) utilizing a genotyped population of 769 trees belonging to 25 open-pollinated families. A series of repeated tree height measurements through ages 3–40 years permitted the testing of GS methods temporally. The genotyping-by-sequencing (GBS) platform was used for single nucleotide polymorphism (SNP) discovery in conjunction with three unordered imputation methods applied to a data set with 60% missing information. Further, three diverse GS models were evaluated based on predictive accuracy (PA), and their marker effects. Moderate levels of PA (0.31–0.55) were observed and were of sufficient capacity to deliver improved selection response over TS. Additionally, PA varied substantially through time accordingly with spatial competition among trees. As expected, temporal PA was well correlated with age-age genetic correlation (r=0.99), and decreased substantially with increasing difference in age between the training and validation populations (0.04–0.47). Moreover, our imputation comparisons indicate that k-nearest neighbor and singular value decomposition yielded a greater number of SNPs and gave higher predictive accuracies than imputing with the mean. Furthermore, the ridge regression (rrBLUP) and BayesCπ (BCπ) models both yielded equal, and better PA than the generalized ridge regression heteroscedastic effect model for the traits evaluated.",Picea engelmannii ◊ glauca,Interior Spruce,https://datadryad.org/stash/dataset/doi:10.5061/dryad.m4vh4,FALSE,TRUE,FALSE,FALSE,769,55617,"According to the article; SVD Imputation gave best results followed by KNN, Hence use the SVD Imputed data",genomic selection; tree breeding; genotyping-by-sequencing; predictive accuracy; single nucleotide polymorphism; imputation methods; genetic correlation; ridge regression
00059_DesignCharacterizationArcticCharr,https://doi.org/10.1371/journal.pone.0215008,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0215008,Design and characterization of an 87k SNP genotyping array for Arctic charr (Salvelinus alpinus),"We have generated a high-density, high-throughput genotyping array for characterizing genome-wide variation in Arctic charr (Salvelinus alpinus). Novel single nucleotide polymorphisms (SNPs) were identified in charr from the Fraser, Nauyuk and Tree River aquaculture strains, which originated from northern Canada and fish from Iceland using high coverage sequencing, reduced representation sequencing and RNA-seq datasets. The array was designed to capture genome-wide variation from a diverse suite of Arctic charr populations. Cross validation of SNPs from various sources and comparison with previously published Arctic charr SNP data provided a set of candidate SNPs that generalize across populations. Further candidate SNPs were identified based on minor allele frequency, association with RNA transcripts, even spacing across intergenic regions and association with the sex determining (sdY) gene. The performance of the 86,503 SNP array was assessed by genotyping Fraser, Nauyuk and Tree River strain individuals, as well as wild Icelandic Arctic charr. Overall, 63,060 of the SNPs were polymorphic within at least one group and 36.8% were unique to one of the four groups, suggesting that the array design allows for characterization of both within and across population genetic diversity. The concordance between sdY markers and known phenotypic sex indicated that the array can accurately determine the sex of individuals based on genotype alone. The Salp87k genotyping array provides researchers and breeders the opportunity to analyze genetic variation in Arctic charr at a more detailed level than previously possible",Salvelinus alpinus,Arctic char,https://figshare.com/articles/dataset/Design_and_characterization_of_an_87k_SNP_genotyping_array_for_Arctic_charr_i_Salvelinus_alpinus_i_/7959782,FALSE,FALSE,FALSE,FALSE,951,86504,NA,genomics; SNP array; Arctic charr; genetic diversity; aquaculture; RNA-seq; population genetics; sex determination
00060_GeneticHomogeneityEasternRockLobster,https://doi.org/10.5061/dryad.d4q57s5,https://link.springer.com/article/10.1007/s00227-018-3443-7,"Outlier SNPs detect weak regional structure against a background of genetic homogeneity in the Eastern Rock Lobster, Sagmariasus verreauxi","Genetic differentiation is characteristically weak in marine species making assessments of population connectivity and structure difficult. However, the advent of genomic methods has increased genetic resolution, enabling studies to detect weak, but significant population differentiation within marine species. With an increasing number of studies employing high resolution genome-wide techniques, we are realising that the connectivity of marine populations is often complex and quantifying this complexity can provide an understanding of the processes shaping marine species genetic structure and to inform long-term, sustainable management strategies. This study aims to assess the genetic structure, connectivity, and local adaptation of the Eastern Rock Lobster (Sagmariasus verreauxi), which has a maximum pelagic larval duration of 12 months and inhabits both subtropical and temperate environments. We used 645 neutral and 15 outlier SNPs to genotype lobsters collected from the only two known breeding populations and a third episodic population—encompassing S. verreauxi’s known range. Through examination of the neutral SNP panel, we detected genetic homogeneity across the three regions, which extended across the Tasman Sea encompassing both Australian and New Zealand populations. We discuss differences in neutral genetic signature of S. verreauxi and a closely related, co-distributed rock lobster, Jasus edwardsii, determining a regional pattern of genetic disparity between the species, which have largely similar life histories. Examination of the outlier SNP panel detected weak genetic differentiation between the three regions. Outlier SNPs showed promise in assigning individuals to their sampling origin and may prove useful as a management tool for species exhibiting genetic homogeneity.",Sagmariasus verreauxi,Eastern Rock Lobster,https://datadryad.org/stash/dataset/doi:10.5061/dryad.d4q57s5,FALSE,FALSE,FALSE,FALSE,69,756,NA,marine_genomics; population_genetics; genetic_differentiation; SNP_analysis; marine_species_management; genetic_structure; population_connectivity; local_adaptation
00061_GenomicEvaluationDothistromaKaingaroa,https://doi.org/10.5061/dryad.qfttdz0d7,https://link.springer.com/article/10.1186/s12870-020-02403-6,Effect of traitís expression level on single-step genomic evaluation of resistance to Dothistroma needle blight,"Background
Many conifer breeding programs are paying increasing attention to breeding for resistance to needle disease due to the increasing importance of climate change. Phenotyping of traits related to resistance has many biological and temporal constraints that can often confound the ability to achieve reliable phenotypes and consequently, reliable genetic progress. The development of next generation sequencing platforms has also enabled implementation of genomic approaches in species lacking robust reference genomes. Genomic selection is, therefore, a promising strategy to overcome the constraints of needle disease phenotyping.

Results
We found high accuracy in the prediction of genomic breeding values in the disease-related traits that were well characterized, reaching 0.975 for genotyped individuals and 0.587 for non-genotyped individuals. This compared well with pedigree-based accuracies of up to 0.746. Surprisingly, poorly phenotyped disease traits also showed very high accuracy in terms of correlation of predicted genomic breeding values with pedigree-based counterparts. However, this was likely caused by the fact that both were clustered around the population mean, while deviations from the population mean caused by genetic effects did not appear to be well described. Caution should therefore be taken with the interpretation of results in poorly phenotyped traits.

Conclusions
Implementation of genomic selection in this test population of Pinus radiata resulted in a relatively high prediction accuracy of needle loss due to Dothistroma septosporum compared with a pedigree-based approach. Using genomics to avoid biological/temporal constraints where phenotyping is reliable appears promising. Unsurprisingly, reliable phenotyping, resulting in good heritability estimates, is a fundamental requirement for the development of a reliable prediction model. Furthermore, our results are also specific to the single pathogen mating-type that is present in New Zealand, and may change with future incursion of other pathogen varieties. There is no doubt, however, that once a robust genomic prediction model is built, it will be invaluable to not only select for host tolerance, but for other economically important traits simultaneously. This tool will thus future-proof our forests by mitigating the risk of disease outbreaks induced by future changes in climate.",Pinus radiata,Monterey pine,https://datadryad.org/stash/dataset/doi:10.5061/dryad.qfttdz0d7,FALSE,TRUE,FALSE,TRUE,720,64464,NA,genomic selection; conifer breeding; needle disease resistance; Dothistroma septosporum; next generation sequencing; prediction accuracy; phenotyping constraints; climate change impacts
00062_GenomicEvaluationDothistromaKinleith1,https://doi.org/10.5061/dryad.qfttdz0d7,https://link.springer.com/article/10.1186/s12870-020-02403-6,Effect of traitís expression level on single-step genomic evaluation of resistance to Dothistroma needle blight,"Background
Many conifer breeding programs are paying increasing attention to breeding for resistance to needle disease due to the increasing importance of climate change. Phenotyping of traits related to resistance has many biological and temporal constraints that can often confound the ability to achieve reliable phenotypes and consequently, reliable genetic progress. The development of next generation sequencing platforms has also enabled implementation of genomic approaches in species lacking robust reference genomes. Genomic selection is, therefore, a promising strategy to overcome the constraints of needle disease phenotyping.

Results
We found high accuracy in the prediction of genomic breeding values in the disease-related traits that were well characterized, reaching 0.975 for genotyped individuals and 0.587 for non-genotyped individuals. This compared well with pedigree-based accuracies of up to 0.746. Surprisingly, poorly phenotyped disease traits also showed very high accuracy in terms of correlation of predicted genomic breeding values with pedigree-based counterparts. However, this was likely caused by the fact that both were clustered around the population mean, while deviations from the population mean caused by genetic effects did not appear to be well described. Caution should therefore be taken with the interpretation of results in poorly phenotyped traits.

Conclusions
Implementation of genomic selection in this test population of Pinus radiata resulted in a relatively high prediction accuracy of needle loss due to Dothistroma septosporum compared with a pedigree-based approach. Using genomics to avoid biological/temporal constraints where phenotyping is reliable appears promising. Unsurprisingly, reliable phenotyping, resulting in good heritability estimates, is a fundamental requirement for the development of a reliable prediction model. Furthermore, our results are also specific to the single pathogen mating-type that is present in New Zealand, and may change with future incursion of other pathogen varieties. There is no doubt, however, that once a robust genomic prediction model is built, it will be invaluable to not only select for host tolerance, but for other economically important traits simultaneously. This tool will thus future-proof our forests by mitigating the risk of disease outbreaks induced by future changes in climate.",Pinus radiata,Monterey pine,https://datadryad.org/stash/dataset/doi:10.5061/dryad.qfttdz0d7,FALSE,TRUE,FALSE,TRUE,647,64464,NA,genomic selection; conifer breeding; needle disease resistance; next generation sequencing; phenotyping constraints; genomic breeding values; Dothistroma septosporum; climate change adaptation
00063_GenomicEvaluationDothistromaKinleith2,https://doi.org/10.5061/dryad.qfttdz0d7,https://link.springer.com/article/10.1186/s12870-020-02403-6,Effect of traitís expression level on single-step genomic evaluation of resistance to Dothistroma needle blight,"Background
Many conifer breeding programs are paying increasing attention to breeding for resistance to needle disease due to the increasing importance of climate change. Phenotyping of traits related to resistance has many biological and temporal constraints that can often confound the ability to achieve reliable phenotypes and consequently, reliable genetic progress. The development of next generation sequencing platforms has also enabled implementation of genomic approaches in species lacking robust reference genomes. Genomic selection is, therefore, a promising strategy to overcome the constraints of needle disease phenotyping.

Results
We found high accuracy in the prediction of genomic breeding values in the disease-related traits that were well characterized, reaching 0.975 for genotyped individuals and 0.587 for non-genotyped individuals. This compared well with pedigree-based accuracies of up to 0.746. Surprisingly, poorly phenotyped disease traits also showed very high accuracy in terms of correlation of predicted genomic breeding values with pedigree-based counterparts. However, this was likely caused by the fact that both were clustered around the population mean, while deviations from the population mean caused by genetic effects did not appear to be well described. Caution should therefore be taken with the interpretation of results in poorly phenotyped traits.

Conclusions
Implementation of genomic selection in this test population of Pinus radiata resulted in a relatively high prediction accuracy of needle loss due to Dothistroma septosporum compared with a pedigree-based approach. Using genomics to avoid biological/temporal constraints where phenotyping is reliable appears promising. Unsurprisingly, reliable phenotyping, resulting in good heritability estimates, is a fundamental requirement for the development of a reliable prediction model. Furthermore, our results are also specific to the single pathogen mating-type that is present in New Zealand, and may change with future incursion of other pathogen varieties. There is no doubt, however, that once a robust genomic prediction model is built, it will be invaluable to not only select for host tolerance, but for other economically important traits simultaneously. This tool will thus future-proof our forests by mitigating the risk of disease outbreaks induced by future changes in climate.",Pinus radiata,Monterey pine,https://datadryad.org/stash/dataset/doi:10.5061/dryad.qfttdz0d7,FALSE,TRUE,FALSE,TRUE,342,64464,NA,genomic selection; conifer breeding; needle disease resistance; next generation sequencing; phenotyping constraints; prediction accuracy; genetic progress; climate change adaptation
00064_GrowthGainsSelectiveBreeding,https://doi.org/10.5683/SP2/9AEFKD,https://onlinelibrary.wiley.com/doi/full/10.1111/eva.12525,Growth gains from selective breeding in a spruce hybrid zone do not compromise local adaptation to climate,"Hybrid zones contain extensive standing genetic variation that facilitates rapid responses to selection. The Picea glauca × Picea engelmannii hybrid zone in western Canada is the focus of tree breeding programs that annually produce ~90 million reforestation seedlings. Understanding the direct and indirect effects of selective breeding on adaptive variation is necessary to implement assisted gene flow (AGF) polices in Alberta and British Columbia that match these seedlings with future climates. We decomposed relationships among hybrid ancestry, adaptive traits, and climate to understand the implications of selective breeding for climate adaptations and AGF strategies. The effects of selection on associations among hybrid index estimated from ~6,500 SNPs, adaptive traits, and provenance climates were assessed for ~2,400 common garden seedlings. Hybrid index differences between natural and selected seedlings within breeding zones were small in Alberta (average +2%), but larger and more variable in BC (average −7%, range −24% to +1%), slightly favoring P. glauca ancestry. The average height growth gain of selected seedlings over natural seedlings within breeding zones was 36% (range 12%–86%). Clines in growth with temperature-related variables were strong, but differed little between selected and natural populations. Seedling hybrid index and growth trait associations with evapotranspiration-related climate variables were stronger in selected than in natural seedlings, indicating possible preadaptation to drier future climates. Associations among cold hardiness, hybrid ancestry, and cold-related climate variables dominated signals of local adaptation and were preserved in breeding populations. Strong hybrid ancestry–phenotype–climate associations suggest that AGF will be necessary to match interior spruce breeding populations with shifting future climates. The absence of antagonistic selection responses among traits and maintenance of cold adaptation in selected seedlings suggests breeding populations can be safely redeployed using AGF prescriptions similar to those of natural populations.",Picea glauca,White spruce,https://borealisdata.ca/dataset.xhtml?persistentId=doi:10.5683/SP2/9AEFKD,FALSE,TRUE,TRUE,FALSE,2503,12966,NA,genetics; selective breeding; assisted gene flow; climate adaptation; hybrid zones; tree breeding; Picea glauca; Picea engelmannii
00065_OceanographicStructureSeaScallop,https://doi.org/10.5061/dryad.c15v5,https://onlinelibrary.wiley.com/doi/full/10.1002/ece3.3846,"Oceanographic variation influences spatial genomic structure in the sea scallop, Placopecten magellanicus","Environmental factors can influence diversity and population structure in marine species and accurate understanding of this influence can both improve fisheries management and help predict responses to environmental change. We used 7163 SNPs derived from restriction site-associated DNA sequencing genotyped in 245 individuals of the economically important sea scallop, Placopecten magellanicus, to evaluate the correlations between oceanographic variation and a previously identified latitudinal genomic cline. Sea scallops span a broad latitudinal area (>10 degrees), and we hypothesized that climatic variation significantly drives clinal trends in allele frequency. Using a large environmental dataset, including temperature, salinity, chlorophyll a, and nutrient concentrations, we identified a suite of SNPs (285–621, depending on analysis and environmental dataset) potentially under selection through correlations with environmental variation. Principal components analysis of different outlier SNPs and environmental datasets revealed similar northern and southern clusters, with significant associations between the first axes of each (R2adj = .66–.79). Multivariate redundancy analysis of outlier SNPs and the environmental principal components indicated that environmental factors explained more than 32% of the variance. Similarly, multiple linear regressions and random-forest analysis identified winter average and minimum ocean temperatures as significant parameters in the link between genetic and environmental variation. This work indicates that oceanographic variation is associated with the observed genomic cline in this species and that seasonal periods of extreme cold may restrict gene flow along a latitudinal gradient in this marine benthic bivalve. Incorporating this finding into management may improve accuracy of management strategies and future predictions.",Placopecten magellanicus,Atlantic sea scallop,https://datadryad.org/stash/dataset/doi:10.5061/dryad.c15v5,FALSE,TRUE,FALSE,FALSE,245,7216,NA,marine biodiversity; population genetics; environmental impact; fisheries management; genomic analysis; oceanographic variation; climate change effects; molecular ecology
00066_PopulationAgroclimaticTraitsSorghum,https://doi.org/10.6084/m9.figshare.20052149.v1,https://www.pnas.org/doi/10.1073/pnas.1215985110#supplementary-materials,Population genomic and genome-wide association studies of agroclimatic traits in sorghum,"Accelerating crop improvement in sorghum, a staple food for people in semiarid regions across the developing world, is key to ensuring global food security in the context of climate change. To facilitate gene discovery and molecular breeding in sorghum, we have characterized ∼265,000 single nucleotide polymorphisms (SNPs) in 971 worldwide accessions that have adapted to diverse agroclimatic conditions. Using this genome-wide SNP map, we have characterized population structure with respect to geographic origin and morphological type and identified patterns of ancient crop diffusion to diverse agroclimatic regions across Africa and Asia. To better understand the genomic patterns of diversification in sorghum, we quantified variation in nucleotide diversity, linkage disequilibrium, and recombination rates across the genome. Analyzing nucleotide diversity in landraces, we find evidence of selective sweeps around starch metabolism genes, whereas in landrace-derived introgression lines, we find introgressions around known height and maturity loci. To identify additional loci underlying variation in major agroclimatic traits, we performed genome-wide association studies (GWAS) on plant height components and inflorescence architecture. GWAS maps several classical loci for plant height, candidate genes for inflorescence architecture. Finally, we trace the independent spread of multiple haplotypes carrying alleles for short stature or long inflorescence branches. This genome-wide map of SNP variation in sorghum provides a basis for crop improvement through marker-assisted breeding and genomic selection.",Sorghum bicolor,Sorghum,https://figshare.com/articles/dataset/Lozano_et_al_2022/20052149/1,FALSE,FALSE,FALSE,FALSE,320,116128,NA,crop improvement; sorghum; single nucleotide polymorphisms (SNPs); genome-wide association studies (GWAS); food security; climate change; molecular breeding; genetic diversity
00067_RheophyticGoldenrodSolidagoYokusaiana,https://doi.org/10.5061/dryad.612jm642n,https://www.nature.com/articles/s41437-021-00408-x,Phylogeographic and demographic modeling analyses of the multiple origins of the rheophytic goldenrod Solidago yokusaiana Makino,"Understanding adaptation mechanisms is important in evolutionary biology. Parallel adaptation provides good opportunities to investigate adaptive evolution. To confirm parallel adaptation, it is effective to examine whether the phenotypic similarity has one or multiple origins and to use demographic modeling to consider the gene flow between ecotypes. Solidago yokusaiana is a rheophyte endemic to the Japanese Archipelago that diverged from Solidago virgaurea. This study examined the parallel origins of S. yokusaiana by distinguishing between multiple and single origins and subsequent gene flow. The haplotypes of noncoding chloroplast DNA and genotypes at 14 nuclear simple sequence repeat (nSSR) loci and single-nucleotide polymorphisms (SNPs) revealed by double-digest restriction-associated DNA sequencing (ddRADseq) were used for phylogeographic analysis; the SNPs were also used to model population demographics. Some chloroplast haplotypes were common to S. yokusaiana and its ancestor S. virgaurea. Also, the population genetic structures revealed by nSSR and SNPs did not correspond to the taxonomic species. The demographic modeling supported the multiple origins of S. yokusaiana in at least four districts and rejected a single origin with ongoing gene flow between the two species, implying that S. yokusaiana independently and repeatedly adapted to frequently flooding riversides.",Solidago yokusaiana,Goldenrod,https://datadryad.org/stash/dataset/doi:10.5061/dryad.612jm642n,FALSE,FALSE,FALSE,FALSE,98,2321,NA,evolutionary biology; parallel adaptation; demographic modeling; phylogeography; Solidago yokusaiana; gene flow; population genetics; adaptation mechanisms
